"iteration","ll_before","ll_after","ll_change","ll_decreased","duration_sec","converged"
1,-858.196871707276,-721.485937789403,136.710933917873,FALSE,362.726129738,FALSE
2,-721.485937789403,-721.188582711624,0.297355077779002,FALSE,296.05550288,FALSE
